d_idle,p_idle,idle,total_d,total_p,total,ep
47.0,341.0,388.0,1228.0,750.0,1978.0,130
30.0,366.0,396.0,1211.0,775.0,1986.0,131
38.0,372.0,410.0,1219.0,781.0,2000.0,132
25.0,332.0,357.0,1206.0,741.0,1947.0,133
39.0,230.0,269.0,1220.0,639.0,1859.0,134
66.0,357.0,423.0,1247.0,766.0,2013.0,135
22.0,263.0,285.0,1203.0,672.0,1875.0,136
24.0,341.0,365.0,1205.0,750.0,1955.0,137
61.0,307.0,368.0,1242.0,716.0,1958.0,138
61.0,276.0,337.0,1242.0,685.0,1927.0,139
50.0,353.0,403.0,1231.0,762.0,1993.0,140
37.0,350.0,387.0,1218.0,759.0,1977.0,141
36.0,383.0,419.0,1217.0,792.0,2009.0,142
33.0,406.0,439.0,1214.0,815.0,2029.0,143
49.0,435.0,484.0,1230.0,844.0,2074.0,144
23.0,384.0,407.0,1204.0,793.0,1997.0,145
33.0,503.0,536.0,1214.0,912.0,2126.0,146
10.0,350.0,360.0,1191.0,759.0,1950.0,147
40.0,340.0,380.0,1221.0,749.0,1970.0,148
45.0,410.0,455.0,1226.0,819.0,2045.0,149
16.0,325.0,341.0,1197.0,734.0,1931.0,150
45.0,276.0,321.0,1226.0,685.0,1911.0,151
67.0,316.0,383.0,1248.0,725.0,1973.0,152
52.0,133.0,185.0,1233.0,542.0,1775.0,153
18.0,360.0,378.0,1199.0,769.0,1968.0,154
44.0,380.0,424.0,1225.0,789.0,2014.0,155
48.0,284.0,332.0,1229.0,693.0,1922.0,156
43.0,411.0,454.0,1224.0,820.0,2044.0,157
58.0,332.0,390.0,1239.0,741.0,1980.0,158
71.0,164.0,235.0,1252.0,573.0,1825.0,159
47.0,341.0,388.0,1228.0,750.0,1978.0,160
35.0,256.0,291.0,1216.0,665.0,1881.0,161
18.0,325.0,343.0,1199.0,734.0,1933.0,162
21.0,234.0,255.0,1202.0,643.0,1845.0,163
16.0,310.0,326.0,1197.0,719.0,1916.0,164
39.0,274.0,313.0,1220.0,683.0,1903.0,165
14.0,328.0,342.0,1195.0,737.0,1932.0,166
16.0,389.0,405.0,1197.0,798.0,1995.0,167
42.0,393.0,435.0,1223.0,802.0,2025.0,168
36.0,317.0,353.0,1217.0,726.0,1943.0,169
31.0,367.0,398.0,1212.0,776.0,1988.0,170
39.0,339.0,378.0,1220.0,748.0,1968.0,171
22.0,437.0,459.0,1203.0,846.0,2049.0,172
42.0,313.0,355.0,1223.0,722.0,1945.0,173
16.0,295.0,311.0,1197.0,704.0,1901.0,174
48.0,317.0,365.0,1229.0,726.0,1955.0,175
20.0,404.0,424.0,1201.0,813.0,2014.0,176
27.0,357.0,384.0,1208.0,766.0,1974.0,177
38.0,207.0,245.0,1219.0,616.0,1835.0,178
80.0,390.0,470.0,1261.0,799.0,2060.0,179
11.0,343.0,354.0,1192.0,752.0,1944.0,180
41.0,372.0,413.0,1222.0,781.0,2003.0,181
26.0,335.0,361.0,1207.0,744.0,1951.0,182
65.0,261.0,326.0,1246.0,670.0,1916.0,183
15.0,284.0,299.0,1196.0,693.0,1889.0,184
19.0,371.0,390.0,1200.0,780.0,1980.0,185
36.0,307.0,343.0,1217.0,716.0,1933.0,186
57.0,288.0,345.0,1238.0,697.0,1935.0,187
49.0,342.0,391.0,1230.0,751.0,1981.0,188
37.0,374.0,411.0,1218.0,783.0,2001.0,189
38.0,297.0,335.0,1219.0,706.0,1925.0,190
21.0,331.0,352.0,1202.0,740.0,1942.0,191
42.0,283.0,325.0,1223.0,692.0,1915.0,192
27.0,327.0,354.0,1208.0,736.0,1944.0,193
30.0,305.0,335.0,1211.0,714.0,1925.0,194
18.0,355.0,373.0,1199.0,764.0,1963.0,195
18.0,410.0,428.0,1199.0,819.0,2018.0,196
62.0,334.0,396.0,1243.0,743.0,1986.0,197
48.0,230.0,278.0,1229.0,639.0,1868.0,198
56.0,299.0,355.0,1237.0,708.0,1945.0,199
23.0,246.0,269.0,1204.0,655.0,1859.0,200
24.0,253.0,277.0,1205.0,662.0,1867.0,201
54.0,309.0,363.0,1235.0,718.0,1953.0,202
5.0,328.0,333.0,1186.0,737.0,1923.0,203
39.0,331.0,370.0,1220.0,740.0,1960.0,204
19.0,445.0,464.0,1200.0,854.0,2054.0,205
25.0,367.0,392.0,1206.0,776.0,1982.0,206
50.0,337.0,387.0,1231.0,746.0,1977.0,207
92.0,340.0,432.0,1273.0,749.0,2022.0,208
22.0,309.0,331.0,1203.0,718.0,1921.0,209
27.0,353.0,380.0,1208.0,762.0,1970.0,210
24.0,332.0,356.0,1205.0,741.0,1946.0,211
58.0,336.0,394.0,1239.0,745.0,1984.0,212
8.0,334.0,342.0,1189.0,743.0,1932.0,213
23.0,255.0,278.0,1204.0,664.0,1868.0,214
42.0,324.0,366.0,1223.0,733.0,1956.0,215
13.0,301.0,314.0,1194.0,710.0,1904.0,216
21.0,360.0,381.0,1202.0,769.0,1971.0,217
36.0,221.0,257.0,1217.0,630.0,1847.0,218
41.0,369.0,410.0,1222.0,778.0,2000.0,219
41.0,317.0,358.0,1222.0,726.0,1948.0,220
24.0,319.0,343.0,1205.0,728.0,1933.0,221
37.0,421.0,458.0,1218.0,830.0,2048.0,222
21.0,354.0,375.0,1202.0,763.0,1965.0,223
55.0,344.0,399.0,1236.0,753.0,1989.0,224
52.0,304.0,356.0,1233.0,713.0,1946.0,225
40.0,256.0,296.0,1221.0,665.0,1886.0,226
52.0,243.0,295.0,1233.0,652.0,1885.0,227
47.0,347.0,394.0,1228.0,756.0,1984.0,228
41.0,359.0,400.0,1222.0,768.0,1990.0,229
62.0,300.0,362.0,1243.0,709.0,1952.0,230
57.0,221.0,278.0,1238.0,630.0,1868.0,231
65.0,192.0,257.0,1246.0,601.0,1847.0,232
43.0,436.0,479.0,1224.0,845.0,2069.0,233
35.0,326.0,361.0,1216.0,735.0,1951.0,234
46.0,315.0,361.0,1227.0,724.0,1951.0,235
11.0,372.0,383.0,1192.0,781.0,1973.0,236
45.0,284.0,329.0,1226.0,693.0,1919.0,237
8.0,394.0,402.0,1189.0,803.0,1992.0,238
25.0,345.0,370.0,1206.0,754.0,1960.0,239
26.0,273.0,299.0,1207.0,682.0,1889.0,240
40.0,264.0,304.0,1221.0,673.0,1894.0,241
100.0,273.0,373.0,1281.0,682.0,1963.0,242
13.0,369.0,382.0,1194.0,778.0,1972.0,243
34.0,308.0,342.0,1215.0,717.0,1932.0,244
59.0,318.0,377.0,1240.0,727.0,1967.0,245
30.0,434.0,464.0,1211.0,843.0,2054.0,246
24.0,393.0,417.0,1205.0,802.0,2007.0,247
20.0,521.0,541.0,1201.0,930.0,2131.0,248
22.0,333.0,355.0,1203.0,742.0,1945.0,249
47.0,330.0,377.0,1228.0,739.0,1967.0,250
20.0,367.0,387.0,1201.0,776.0,1977.0,251
19.0,265.0,284.0,1200.0,674.0,1874.0,252
50.0,261.0,311.0,1231.0,670.0,1901.0,253
19.0,223.0,242.0,1200.0,632.0,1832.0,254
50.0,362.0,412.0,1231.0,771.0,2002.0,255
32.0,231.0,263.0,1213.0,640.0,1853.0,256
27.0,289.0,316.0,1208.0,698.0,1906.0,257
68.0,361.0,429.0,1249.0,770.0,2019.0,258
6.0,355.0,361.0,1187.0,764.0,1951.0,259
38.0,308.0,346.0,1219.0,717.0,1936.0,260
33.0,338.0,371.0,1214.0,747.0,1961.0,261
10.0,361.0,371.0,1191.0,770.0,1961.0,262
19.0,303.0,322.0,1200.0,712.0,1912.0,263
53.0,287.0,340.0,1234.0,696.0,1930.0,264
53.0,308.0,361.0,1234.0,717.0,1951.0,265
5.0,389.0,394.0,1186.0,798.0,1984.0,266
38.0,359.0,397.0,1219.0,768.0,1987.0,267
76.0,263.0,339.0,1257.0,672.0,1929.0,268
30.0,254.0,284.0,1211.0,663.0,1874.0,269
22.0,347.0,369.0,1203.0,756.0,1959.0,270
39.0,290.0,329.0,1220.0,699.0,1919.0,271
29.0,340.0,369.0,1210.0,749.0,1959.0,272
8.0,206.0,214.0,1189.0,615.0,1804.0,273
18.0,349.0,367.0,1199.0,758.0,1957.0,274
10.0,413.0,423.0,1191.0,822.0,2013.0,275
23.0,332.0,355.0,1204.0,741.0,1945.0,276
58.0,334.0,392.0,1239.0,743.0,1982.0,277
43.0,296.0,339.0,1224.0,705.0,1929.0,278
12.0,236.0,248.0,1193.0,645.0,1838.0,279
6.0,405.0,411.0,1187.0,814.0,2001.0,280
32.0,312.0,344.0,1213.0,721.0,1934.0,281
7.0,337.0,344.0,1188.0,746.0,1934.0,282
52.0,283.0,335.0,1233.0,692.0,1925.0,283
22.0,349.0,371.0,1203.0,758.0,1961.0,284
44.0,301.0,345.0,1225.0,710.0,1935.0,285
18.0,324.0,342.0,1199.0,733.0,1932.0,286
37.0,359.0,396.0,1218.0,768.0,1986.0,287
81.0,253.0,334.0,1262.0,662.0,1924.0,288
41.0,315.0,356.0,1222.0,724.0,1946.0,289
20.0,353.0,373.0,1201.0,762.0,1963.0,290
21.0,351.0,372.0,1202.0,760.0,1962.0,291
26.0,337.0,363.0,1207.0,746.0,1953.0,292
31.0,241.0,272.0,1212.0,650.0,1862.0,293
22.0,306.0,328.0,1203.0,715.0,1918.0,294
48.0,266.0,314.0,1229.0,675.0,1904.0,295
49.0,325.0,374.0,1230.0,734.0,1964.0,296
12.0,315.0,327.0,1193.0,724.0,1917.0,297
57.0,284.0,341.0,1238.0,693.0,1931.0,298
30.0,344.0,374.0,1211.0,753.0,1964.0,299
71.0,227.0,298.0,1252.0,636.0,1888.0,300
22.0,386.0,408.0,1203.0,795.0,1998.0,301
21.0,435.0,456.0,1202.0,844.0,2046.0,302
29.0,440.0,469.0,1210.0,849.0,2059.0,303
61.0,278.0,339.0,1242.0,687.0,1929.0,304
22.0,253.0,275.0,1203.0,662.0,1865.0,305
23.0,358.0,381.0,1204.0,767.0,1971.0,306
57.0,283.0,340.0,1238.0,692.0,1930.0,307
43.0,348.0,391.0,1224.0,757.0,1981.0,308
28.0,417.0,445.0,1209.0,826.0,2035.0,309
34.0,270.0,304.0,1215.0,679.0,1894.0,310
19.0,354.0,373.0,1200.0,763.0,1963.0,311
49.0,454.0,503.0,1230.0,863.0,2093.0,312
45.0,300.0,345.0,1226.0,709.0,1935.0,313
33.0,325.0,358.0,1214.0,734.0,1948.0,314
63.0,194.0,257.0,1244.0,603.0,1847.0,315
41.0,249.0,290.0,1222.0,658.0,1880.0,316
64.0,191.0,255.0,1245.0,600.0,1845.0,317
29.0,324.0,353.0,1210.0,733.0,1943.0,318
50.0,322.0,372.0,1231.0,731.0,1962.0,319
20.0,261.0,281.0,1201.0,670.0,1871.0,320
33.0,316.0,349.0,1214.0,725.0,1939.0,321
24.0,370.0,394.0,1205.0,779.0,1984.0,322
45.0,211.0,256.0,1226.0,620.0,1846.0,323
29.0,318.0,347.0,1210.0,727.0,1937.0,324
22.0,469.0,491.0,1203.0,878.0,2081.0,325
36.0,405.0,441.0,1217.0,814.0,2031.0,326
35.0,334.0,369.0,1216.0,743.0,1959.0,327
29.0,385.0,414.0,1210.0,794.0,2004.0,328
47.0,324.0,371.0,1228.0,733.0,1961.0,329
87.0,249.0,336.0,1268.0,658.0,1926.0,330
42.0,296.0,338.0,1223.0,705.0,1928.0,331
43.0,210.0,253.0,1224.0,619.0,1843.0,332
10.0,316.0,326.0,1191.0,725.0,1916.0,333
34.0,336.0,370.0,1215.0,745.0,1960.0,334
41.0,414.0,455.0,1222.0,823.0,2045.0,335
56.0,286.0,342.0,1237.0,695.0,1932.0,336
49.0,245.0,294.0,1230.0,654.0,1884.0,337
59.0,407.0,466.0,1240.0,816.0,2056.0,338
46.0,290.0,336.0,1227.0,699.0,1926.0,339
54.0,235.0,289.0,1235.0,644.0,1879.0,340
29.0,339.0,368.0,1210.0,748.0,1958.0,341
26.0,284.0,310.0,1207.0,693.0,1900.0,342
19.0,342.0,361.0,1200.0,751.0,1951.0,343
23.0,378.0,401.0,1204.0,787.0,1991.0,344
54.0,316.0,370.0,1235.0,725.0,1960.0,345
42.0,398.0,440.0,1223.0,807.0,2030.0,346
46.0,304.0,350.0,1227.0,713.0,1940.0,347
27.0,306.0,333.0,1208.0,715.0,1923.0,348
25.0,283.0,308.0,1206.0,692.0,1898.0,349
17.0,303.0,320.0,1198.0,712.0,1910.0,350
33.0,292.0,325.0,1214.0,701.0,1915.0,351
23.0,370.0,393.0,1204.0,779.0,1983.0,352
61.0,186.0,247.0,1242.0,595.0,1837.0,353
29.0,389.0,418.0,1210.0,798.0,2008.0,354
47.0,264.0,311.0,1228.0,673.0,1901.0,355
35.0,321.0,356.0,1216.0,730.0,1946.0,356
17.0,231.0,248.0,1198.0,640.0,1838.0,357
16.0,326.0,342.0,1197.0,735.0,1932.0,358
27.0,267.0,294.0,1208.0,676.0,1884.0,359
28.0,396.0,424.0,1209.0,805.0,2014.0,360
