d_idle,p_idle,idle,total_d,total_p,total,ep
33.0,329.0,362.0,1214.0,738.0,1952.0,74
13.0,377.0,390.0,1194.0,786.0,1980.0,75
38.0,378.0,416.0,1219.0,787.0,2006.0,76
59.0,345.0,404.0,1240.0,754.0,1994.0,77
17.0,304.0,321.0,1198.0,713.0,1911.0,78
54.0,298.0,352.0,1235.0,707.0,1942.0,79
46.0,328.0,374.0,1227.0,737.0,1964.0,80
29.0,253.0,282.0,1210.0,662.0,1872.0,81
34.0,312.0,346.0,1215.0,721.0,1936.0,82
42.0,337.0,379.0,1223.0,746.0,1969.0,83
63.0,293.0,356.0,1244.0,702.0,1946.0,84
73.0,293.0,366.0,1254.0,702.0,1956.0,85
17.0,310.0,327.0,1198.0,719.0,1917.0,86
38.0,338.0,376.0,1219.0,747.0,1966.0,87
16.0,335.0,351.0,1197.0,744.0,1941.0,88
17.0,270.0,287.0,1198.0,679.0,1877.0,89
37.0,309.0,346.0,1218.0,718.0,1936.0,90
41.0,265.0,306.0,1222.0,674.0,1896.0,91
20.0,344.0,364.0,1201.0,753.0,1954.0,92
44.0,380.0,424.0,1225.0,789.0,2014.0,93
43.0,251.0,294.0,1224.0,660.0,1884.0,94
38.0,301.0,339.0,1219.0,710.0,1929.0,95
54.0,142.0,196.0,1235.0,551.0,1786.0,96
24.0,524.0,548.0,1205.0,933.0,2138.0,97
37.0,406.0,443.0,1218.0,815.0,2033.0,98
28.0,419.0,447.0,1209.0,828.0,2037.0,99
40.0,175.0,215.0,1221.0,584.0,1805.0,100
1.0,462.0,463.0,1182.0,871.0,2053.0,101
35.0,367.0,402.0,1216.0,776.0,1992.0,102
19.0,345.0,364.0,1200.0,754.0,1954.0,103
50.0,304.0,354.0,1231.0,713.0,1944.0,104
44.0,193.0,237.0,1225.0,602.0,1827.0,105
40.0,462.0,502.0,1221.0,871.0,2092.0,106
26.0,384.0,410.0,1207.0,793.0,2000.0,107
37.0,479.0,516.0,1218.0,888.0,2106.0,108
18.0,340.0,358.0,1199.0,749.0,1948.0,109
13.0,369.0,382.0,1194.0,778.0,1972.0,110
28.0,391.0,419.0,1209.0,800.0,2009.0,111
50.0,275.0,325.0,1231.0,684.0,1915.0,112
48.0,310.0,358.0,1229.0,719.0,1948.0,113
25.0,441.0,466.0,1206.0,850.0,2056.0,114
5.0,392.0,397.0,1186.0,801.0,1987.0,115
22.0,278.0,300.0,1203.0,687.0,1890.0,116
24.0,391.0,415.0,1205.0,800.0,2005.0,117
26.0,316.0,342.0,1207.0,725.0,1932.0,118
48.0,314.0,362.0,1229.0,723.0,1952.0,119
26.0,253.0,279.0,1207.0,662.0,1869.0,120
29.0,303.0,332.0,1210.0,712.0,1922.0,121
6.0,252.0,258.0,1187.0,661.0,1848.0,122
33.0,232.0,265.0,1214.0,641.0,1855.0,123
40.0,305.0,345.0,1221.0,714.0,1935.0,124
35.0,285.0,320.0,1216.0,694.0,1910.0,125
29.0,417.0,446.0,1210.0,826.0,2036.0,126
13.0,444.0,457.0,1194.0,853.0,2047.0,127
36.0,421.0,457.0,1217.0,830.0,2047.0,128
57.0,344.0,401.0,1238.0,753.0,1991.0,129
27.0,329.0,356.0,1208.0,738.0,1946.0,130
10.0,407.0,417.0,1191.0,816.0,2007.0,131
19.0,233.0,252.0,1200.0,642.0,1842.0,132
12.0,403.0,415.0,1193.0,812.0,2005.0,133
44.0,268.0,312.0,1225.0,677.0,1902.0,134
58.0,363.0,421.0,1239.0,772.0,2011.0,135
23.0,326.0,349.0,1204.0,735.0,1939.0,136
90.0,269.0,359.0,1271.0,678.0,1949.0,137
59.0,418.0,477.0,1240.0,827.0,2067.0,138
12.0,407.0,419.0,1193.0,816.0,2009.0,139
27.0,321.0,348.0,1208.0,730.0,1938.0,140
30.0,268.0,298.0,1211.0,677.0,1888.0,141
40.0,370.0,410.0,1221.0,779.0,2000.0,142
19.0,403.0,422.0,1200.0,812.0,2012.0,143
20.0,428.0,448.0,1201.0,837.0,2038.0,144
45.0,355.0,400.0,1226.0,764.0,1990.0,145
36.0,372.0,408.0,1217.0,781.0,1998.0,146
39.0,401.0,440.0,1220.0,810.0,2030.0,147
19.0,346.0,365.0,1200.0,755.0,1955.0,148
67.0,344.0,411.0,1248.0,753.0,2001.0,149
41.0,254.0,295.0,1222.0,663.0,1885.0,150
30.0,276.0,306.0,1211.0,685.0,1896.0,151
25.0,311.0,336.0,1206.0,720.0,1926.0,152
41.0,313.0,354.0,1222.0,722.0,1944.0,153
22.0,258.0,280.0,1203.0,667.0,1870.0,154
100.0,307.0,407.0,1281.0,716.0,1997.0,155
18.0,460.0,478.0,1199.0,869.0,2068.0,156
44.0,187.0,231.0,1225.0,596.0,1821.0,157
40.0,325.0,365.0,1221.0,734.0,1955.0,158
43.0,243.0,286.0,1224.0,652.0,1876.0,159
49.0,225.0,274.0,1230.0,634.0,1864.0,160
23.0,378.0,401.0,1204.0,787.0,1991.0,161
64.0,275.0,339.0,1245.0,684.0,1929.0,162
58.0,413.0,471.0,1239.0,822.0,2061.0,163
13.0,406.0,419.0,1194.0,815.0,2009.0,164
45.0,432.0,477.0,1226.0,841.0,2067.0,165
38.0,316.0,354.0,1219.0,725.0,1944.0,166
31.0,292.0,323.0,1212.0,701.0,1913.0,167
13.0,348.0,361.0,1194.0,757.0,1951.0,168
48.0,489.0,537.0,1229.0,898.0,2127.0,169
34.0,419.0,453.0,1215.0,828.0,2043.0,170
65.0,137.0,202.0,1246.0,546.0,1792.0,171
48.0,267.0,315.0,1229.0,676.0,1905.0,172
40.0,352.0,392.0,1221.0,761.0,1982.0,173
54.0,259.0,313.0,1235.0,668.0,1903.0,174
6.0,431.0,437.0,1187.0,840.0,2027.0,175
33.0,279.0,312.0,1214.0,688.0,1902.0,176
72.0,225.0,297.0,1253.0,634.0,1887.0,177
11.0,293.0,304.0,1192.0,702.0,1894.0,178
14.0,299.0,313.0,1195.0,708.0,1903.0,179
13.0,313.0,326.0,1194.0,722.0,1916.0,180
36.0,266.0,302.0,1217.0,675.0,1892.0,181
50.0,363.0,413.0,1231.0,772.0,2003.0,182
19.0,382.0,401.0,1200.0,791.0,1991.0,183
66.0,278.0,344.0,1247.0,687.0,1934.0,184
58.0,376.0,434.0,1239.0,785.0,2024.0,185
41.0,423.0,464.0,1222.0,832.0,2054.0,186
30.0,260.0,290.0,1211.0,669.0,1880.0,187
26.0,324.0,350.0,1207.0,733.0,1940.0,188
39.0,125.0,164.0,1220.0,534.0,1754.0,189
74.0,241.0,315.0,1255.0,650.0,1905.0,190
18.0,230.0,248.0,1199.0,639.0,1838.0,191
18.0,374.0,392.0,1199.0,783.0,1982.0,192
24.0,451.0,475.0,1205.0,860.0,2065.0,193
39.0,251.0,290.0,1220.0,660.0,1880.0,194
64.0,340.0,404.0,1245.0,749.0,1994.0,195
14.0,359.0,373.0,1195.0,768.0,1963.0,196
28.0,289.0,317.0,1209.0,698.0,1907.0,197
16.0,388.0,404.0,1197.0,797.0,1994.0,198
52.0,217.0,269.0,1233.0,626.0,1859.0,199
35.0,357.0,392.0,1216.0,766.0,1982.0,200
32.0,303.0,335.0,1213.0,712.0,1925.0,201
55.0,223.0,278.0,1236.0,632.0,1868.0,202
37.0,347.0,384.0,1218.0,756.0,1974.0,203
42.0,253.0,295.0,1223.0,662.0,1885.0,204
71.0,250.0,321.0,1252.0,659.0,1911.0,205
27.0,291.0,318.0,1208.0,700.0,1908.0,206
41.0,407.0,448.0,1222.0,816.0,2038.0,207
41.0,238.0,279.0,1222.0,647.0,1869.0,208
34.0,343.0,377.0,1215.0,752.0,1967.0,209
43.0,386.0,429.0,1224.0,795.0,2019.0,210
38.0,295.0,333.0,1219.0,704.0,1923.0,211
44.0,407.0,451.0,1225.0,816.0,2041.0,212
47.0,432.0,479.0,1228.0,841.0,2069.0,213
8.0,468.0,476.0,1189.0,877.0,2066.0,214
47.0,261.0,308.0,1228.0,670.0,1898.0,215
25.0,351.0,376.0,1206.0,760.0,1966.0,216
35.0,234.0,269.0,1216.0,643.0,1859.0,217
30.0,361.0,391.0,1211.0,770.0,1981.0,218
50.0,265.0,315.0,1231.0,674.0,1905.0,219
14.0,491.0,505.0,1195.0,900.0,2095.0,220
117.0,306.0,423.0,1298.0,715.0,2013.0,221
28.0,382.0,410.0,1209.0,791.0,2000.0,222
11.0,241.0,252.0,1192.0,650.0,1842.0,223
43.0,397.0,440.0,1224.0,806.0,2030.0,224
39.0,226.0,265.0,1220.0,635.0,1855.0,225
46.0,267.0,313.0,1227.0,676.0,1903.0,226
40.0,348.0,388.0,1221.0,757.0,1978.0,227
33.0,420.0,453.0,1214.0,829.0,2043.0,228
35.0,314.0,349.0,1216.0,723.0,1939.0,229
23.0,330.0,353.0,1204.0,739.0,1943.0,230
62.0,227.0,289.0,1243.0,636.0,1879.0,231
21.0,342.0,363.0,1202.0,751.0,1953.0,232
14.0,415.0,429.0,1195.0,824.0,2019.0,233
11.0,408.0,419.0,1192.0,817.0,2009.0,234
59.0,372.0,431.0,1240.0,781.0,2021.0,235
44.0,229.0,273.0,1225.0,638.0,1863.0,236
29.0,413.0,442.0,1210.0,822.0,2032.0,237
13.0,279.0,292.0,1194.0,688.0,1882.0,238
32.0,276.0,308.0,1213.0,685.0,1898.0,239
31.0,386.0,417.0,1212.0,795.0,2007.0,240
25.0,418.0,443.0,1206.0,827.0,2033.0,241
21.0,201.0,222.0,1202.0,610.0,1812.0,242
50.0,404.0,454.0,1231.0,813.0,2044.0,243
25.0,325.0,350.0,1206.0,734.0,1940.0,244
42.0,265.0,307.0,1223.0,674.0,1897.0,245
21.0,424.0,445.0,1202.0,833.0,2035.0,246
22.0,241.0,263.0,1203.0,650.0,1853.0,247
14.0,261.0,275.0,1195.0,670.0,1865.0,248
58.0,369.0,427.0,1239.0,778.0,2017.0,249
21.0,389.0,410.0,1202.0,798.0,2000.0,250
9.0,287.0,296.0,1190.0,696.0,1886.0,251
23.0,268.0,291.0,1204.0,677.0,1881.0,252
34.0,258.0,292.0,1215.0,667.0,1882.0,253
64.0,248.0,312.0,1245.0,657.0,1902.0,254
60.0,323.0,383.0,1241.0,732.0,1973.0,255
39.0,405.0,444.0,1220.0,814.0,2034.0,256
49.0,482.0,531.0,1230.0,891.0,2121.0,257
3.0,397.0,400.0,1184.0,806.0,1990.0,258
38.0,286.0,324.0,1219.0,695.0,1914.0,259
29.0,307.0,336.0,1210.0,716.0,1926.0,260
55.0,237.0,292.0,1236.0,646.0,1882.0,261
55.0,369.0,424.0,1236.0,778.0,2014.0,262
36.0,441.0,477.0,1217.0,850.0,2067.0,263
49.0,406.0,455.0,1230.0,815.0,2045.0,264
13.0,395.0,408.0,1194.0,804.0,1998.0,265
38.0,383.0,421.0,1219.0,792.0,2011.0,266
53.0,435.0,488.0,1234.0,844.0,2078.0,267
52.0,294.0,346.0,1233.0,703.0,1936.0,268
68.0,286.0,354.0,1249.0,695.0,1944.0,269
20.0,347.0,367.0,1201.0,756.0,1957.0,270
28.0,299.0,327.0,1209.0,708.0,1917.0,271
18.0,285.0,303.0,1199.0,694.0,1893.0,272
13.0,341.0,354.0,1194.0,750.0,1944.0,273
54.0,266.0,320.0,1235.0,675.0,1910.0,274
19.0,321.0,340.0,1200.0,730.0,1930.0,275
4.0,453.0,457.0,1185.0,862.0,2047.0,276
34.0,217.0,251.0,1215.0,626.0,1841.0,277
24.0,341.0,365.0,1205.0,750.0,1955.0,278
55.0,335.0,390.0,1236.0,744.0,1980.0,279
30.0,323.0,353.0,1211.0,732.0,1943.0,280
20.0,334.0,354.0,1201.0,743.0,1944.0,281
45.0,323.0,368.0,1226.0,732.0,1958.0,282
56.0,247.0,303.0,1237.0,656.0,1893.0,283
30.0,306.0,336.0,1211.0,715.0,1926.0,284
26.0,302.0,328.0,1207.0,711.0,1918.0,285
27.0,344.0,371.0,1208.0,753.0,1961.0,286
31.0,365.0,396.0,1212.0,774.0,1986.0,287
36.0,216.0,252.0,1217.0,625.0,1842.0,288
61.0,320.0,381.0,1242.0,729.0,1971.0,289
37.0,231.0,268.0,1218.0,640.0,1858.0,290
11.0,359.0,370.0,1192.0,768.0,1960.0,291
50.0,367.0,417.0,1231.0,776.0,2007.0,292
44.0,264.0,308.0,1225.0,673.0,1898.0,293
34.0,333.0,367.0,1215.0,742.0,1957.0,294
16.0,372.0,388.0,1197.0,781.0,1978.0,295
18.0,226.0,244.0,1199.0,635.0,1834.0,296
15.0,242.0,257.0,1196.0,651.0,1847.0,297
62.0,276.0,338.0,1243.0,685.0,1928.0,298
64.0,339.0,403.0,1245.0,748.0,1993.0,299
17.0,476.0,493.0,1198.0,885.0,2083.0,300
52.0,312.0,364.0,1233.0,721.0,1954.0,301
33.0,204.0,237.0,1214.0,613.0,1827.0,302
43.0,307.0,350.0,1224.0,716.0,1940.0,303
44.0,277.0,321.0,1225.0,686.0,1911.0,304
17.0,344.0,361.0,1198.0,753.0,1951.0,305
28.0,374.0,402.0,1209.0,783.0,1992.0,306
18.0,405.0,423.0,1199.0,814.0,2013.0,307
38.0,311.0,349.0,1219.0,720.0,1939.0,308
35.0,279.0,314.0,1216.0,688.0,1904.0,309
44.0,322.0,366.0,1225.0,731.0,1956.0,310
46.0,308.0,354.0,1227.0,717.0,1944.0,311
31.0,399.0,430.0,1212.0,808.0,2020.0,312
44.0,215.0,259.0,1225.0,624.0,1849.0,313
44.0,381.0,425.0,1225.0,790.0,2015.0,314
30.0,344.0,374.0,1211.0,753.0,1964.0,315
61.0,315.0,376.0,1242.0,724.0,1966.0,316
51.0,171.0,222.0,1232.0,580.0,1812.0,317
15.0,388.0,403.0,1196.0,797.0,1993.0,318
24.0,372.0,396.0,1205.0,781.0,1986.0,319
30.0,318.0,348.0,1211.0,727.0,1938.0,320
89.0,298.0,387.0,1270.0,707.0,1977.0,321
30.0,313.0,343.0,1211.0,722.0,1933.0,322
8.0,292.0,300.0,1189.0,701.0,1890.0,323
16.0,333.0,349.0,1197.0,742.0,1939.0,324
30.0,239.0,269.0,1211.0,648.0,1859.0,325
41.0,385.0,426.0,1222.0,794.0,2016.0,326
33.0,232.0,265.0,1214.0,641.0,1855.0,327
33.0,289.0,322.0,1214.0,698.0,1912.0,328
38.0,220.0,258.0,1219.0,629.0,1848.0,329
26.0,230.0,256.0,1207.0,639.0,1846.0,330
19.0,417.0,436.0,1200.0,826.0,2026.0,331
46.0,204.0,250.0,1227.0,613.0,1840.0,332
51.0,307.0,358.0,1232.0,716.0,1948.0,333
34.0,219.0,253.0,1215.0,628.0,1843.0,334
56.0,407.0,463.0,1237.0,816.0,2053.0,335
23.0,288.0,311.0,1204.0,697.0,1901.0,336
13.0,536.0,549.0,1194.0,945.0,2139.0,337
37.0,324.0,361.0,1218.0,733.0,1951.0,338
48.0,397.0,445.0,1229.0,806.0,2035.0,339
36.0,327.0,363.0,1217.0,736.0,1953.0,340
30.0,483.0,513.0,1211.0,892.0,2103.0,341
43.0,355.0,398.0,1224.0,764.0,1988.0,342
26.0,309.0,335.0,1207.0,718.0,1925.0,343
41.0,174.0,215.0,1222.0,583.0,1805.0,344
72.0,374.0,446.0,1253.0,783.0,2036.0,345
29.0,329.0,358.0,1210.0,738.0,1948.0,346
24.0,346.0,370.0,1205.0,755.0,1960.0,347
46.0,329.0,375.0,1227.0,738.0,1965.0,348
43.0,182.0,225.0,1224.0,591.0,1815.0,349
46.0,396.0,442.0,1227.0,805.0,2032.0,350
39.0,230.0,269.0,1220.0,639.0,1859.0,351
20.0,327.0,347.0,1201.0,736.0,1937.0,352
31.0,287.0,318.0,1212.0,696.0,1908.0,353
47.0,352.0,399.0,1228.0,761.0,1989.0,354
33.0,305.0,338.0,1214.0,714.0,1928.0,355
84.0,277.0,361.0,1265.0,686.0,1951.0,356
73.0,365.0,438.0,1254.0,774.0,2028.0,357
44.0,336.0,380.0,1225.0,745.0,1970.0,358
39.0,180.0,219.0,1220.0,589.0,1809.0,359
53.0,249.0,302.0,1234.0,658.0,1892.0,360
24.0,405.0,429.0,1205.0,814.0,2019.0,361
24.0,353.0,377.0,1205.0,762.0,1967.0,362
29.0,403.0,432.0,1210.0,812.0,2022.0,363
40.0,298.0,338.0,1221.0,707.0,1928.0,364
43.0,174.0,217.0,1224.0,583.0,1807.0,365
23.0,366.0,389.0,1204.0,775.0,1979.0,366
24.0,340.0,364.0,1205.0,749.0,1954.0,367
41.0,349.0,390.0,1222.0,758.0,1980.0,368
32.0,272.0,304.0,1213.0,681.0,1894.0,369
48.0,346.0,394.0,1229.0,755.0,1984.0,370
32.0,438.0,470.0,1213.0,847.0,2060.0,371
21.0,352.0,373.0,1202.0,761.0,1963.0,372
30.0,389.0,419.0,1211.0,798.0,2009.0,373
95.0,300.0,395.0,1276.0,709.0,1985.0,374
43.0,263.0,306.0,1224.0,672.0,1896.0,375
46.0,278.0,324.0,1227.0,687.0,1914.0,376
43.0,460.0,503.0,1224.0,869.0,2093.0,377
25.0,368.0,393.0,1206.0,777.0,1983.0,378
10.0,422.0,432.0,1191.0,831.0,2022.0,379
49.0,320.0,369.0,1230.0,729.0,1959.0,380
77.0,429.0,506.0,1258.0,838.0,2096.0,381
47.0,357.0,404.0,1228.0,766.0,1994.0,382
17.0,316.0,333.0,1198.0,725.0,1923.0,383
15.0,460.0,475.0,1196.0,869.0,2065.0,384
24.0,347.0,371.0,1205.0,756.0,1961.0,385
53.0,291.0,344.0,1234.0,700.0,1934.0,386
23.0,379.0,402.0,1204.0,788.0,1992.0,387
32.0,269.0,301.0,1213.0,678.0,1891.0,388
25.0,288.0,313.0,1206.0,697.0,1903.0,389
73.0,304.0,377.0,1254.0,713.0,1967.0,390
36.0,364.0,400.0,1217.0,773.0,1990.0,391
37.0,347.0,384.0,1218.0,756.0,1974.0,392
86.0,328.0,414.0,1267.0,737.0,2004.0,393
34.0,378.0,412.0,1215.0,787.0,2002.0,394
22.0,366.0,388.0,1203.0,775.0,1978.0,395
52.0,265.0,317.0,1233.0,674.0,1907.0,396
20.0,396.0,416.0,1201.0,805.0,2006.0,397
98.0,339.0,437.0,1279.0,748.0,2027.0,398
26.0,315.0,341.0,1207.0,724.0,1931.0,399
52.0,365.0,417.0,1233.0,774.0,2007.0,400
16.0,339.0,355.0,1197.0,748.0,1945.0,401
26.0,274.0,300.0,1207.0,683.0,1890.0,402
23.0,401.0,424.0,1204.0,810.0,2014.0,403
51.0,350.0,401.0,1232.0,759.0,1991.0,404
64.0,453.0,517.0,1245.0,862.0,2107.0,405
19.0,282.0,301.0,1200.0,691.0,1891.0,406
23.0,225.0,248.0,1204.0,634.0,1838.0,407
31.0,314.0,345.0,1212.0,723.0,1935.0,408
50.0,203.0,253.0,1231.0,612.0,1843.0,409
48.0,277.0,325.0,1229.0,686.0,1915.0,410
31.0,400.0,431.0,1212.0,809.0,2021.0,411
37.0,335.0,372.0,1218.0,744.0,1962.0,412
22.0,353.0,375.0,1203.0,762.0,1965.0,413
14.0,300.0,314.0,1195.0,709.0,1904.0,414
23.0,398.0,421.0,1204.0,807.0,2011.0,415
10.0,368.0,378.0,1191.0,777.0,1968.0,416
8.0,395.0,403.0,1189.0,804.0,1993.0,417
36.0,470.0,506.0,1217.0,879.0,2096.0,418
35.0,340.0,375.0,1216.0,749.0,1965.0,419
33.0,405.0,438.0,1214.0,814.0,2028.0,420
34.0,244.0,278.0,1215.0,653.0,1868.0,421
46.0,355.0,401.0,1227.0,764.0,1991.0,422
9.0,289.0,298.0,1190.0,698.0,1888.0,423
25.0,378.0,403.0,1206.0,787.0,1993.0,424
28.0,290.0,318.0,1209.0,699.0,1908.0,425
46.0,350.0,396.0,1227.0,759.0,1986.0,426
68.0,277.0,345.0,1249.0,686.0,1935.0,427
24.0,425.0,449.0,1205.0,834.0,2039.0,428
19.0,267.0,286.0,1200.0,676.0,1876.0,429
7.0,370.0,377.0,1188.0,779.0,1967.0,430
62.0,393.0,455.0,1243.0,802.0,2045.0,431
26.0,333.0,359.0,1207.0,742.0,1949.0,432
38.0,392.0,430.0,1219.0,801.0,2020.0,433
56.0,335.0,391.0,1237.0,744.0,1981.0,434
30.0,385.0,415.0,1211.0,794.0,2005.0,435
39.0,370.0,409.0,1220.0,779.0,1999.0,436
27.0,393.0,420.0,1208.0,802.0,2010.0,437
14.0,435.0,449.0,1195.0,844.0,2039.0,438
13.0,364.0,377.0,1194.0,773.0,1967.0,439
50.0,379.0,429.0,1231.0,788.0,2019.0,440
13.0,350.0,363.0,1194.0,759.0,1953.0,441
30.0,285.0,315.0,1211.0,694.0,1905.0,442
29.0,359.0,388.0,1210.0,768.0,1978.0,443
18.0,341.0,359.0,1199.0,750.0,1949.0,444
33.0,313.0,346.0,1214.0,722.0,1936.0,445
25.0,446.0,471.0,1206.0,855.0,2061.0,446
43.0,239.0,282.0,1224.0,648.0,1872.0,447
49.0,341.0,390.0,1230.0,750.0,1980.0,448
89.0,322.0,411.0,1270.0,731.0,2001.0,449
88.0,401.0,489.0,1269.0,810.0,2079.0,450
31.0,412.0,443.0,1212.0,821.0,2033.0,451
79.0,348.0,427.0,1260.0,757.0,2017.0,452
54.0,396.0,450.0,1235.0,805.0,2040.0,453
31.0,444.0,475.0,1212.0,853.0,2065.0,454
23.0,517.0,540.0,1204.0,926.0,2130.0,455
48.0,335.0,383.0,1229.0,744.0,1973.0,456
50.0,236.0,286.0,1231.0,645.0,1876.0,457
37.0,390.0,427.0,1218.0,799.0,2017.0,458
30.0,379.0,409.0,1211.0,788.0,1999.0,459
41.0,260.0,301.0,1222.0,669.0,1891.0,460
21.0,364.0,385.0,1202.0,773.0,1975.0,461
41.0,280.0,321.0,1222.0,689.0,1911.0,462
13.0,341.0,354.0,1194.0,750.0,1944.0,463
24.0,317.0,341.0,1205.0,726.0,1931.0,464
16.0,360.0,376.0,1197.0,769.0,1966.0,465
34.0,293.0,327.0,1215.0,702.0,1917.0,466
38.0,329.0,367.0,1219.0,738.0,1957.0,467
39.0,243.0,282.0,1220.0,652.0,1872.0,468
32.0,422.0,454.0,1213.0,831.0,2044.0,469
14.0,239.0,253.0,1195.0,648.0,1843.0,470
81.0,337.0,418.0,1262.0,746.0,2008.0,471
13.0,369.0,382.0,1194.0,778.0,1972.0,472
23.0,447.0,470.0,1204.0,856.0,2060.0,473
55.0,236.0,291.0,1236.0,645.0,1881.0,474
28.0,488.0,516.0,1209.0,897.0,2106.0,475
8.0,393.0,401.0,1189.0,802.0,1991.0,476
6.0,337.0,343.0,1187.0,746.0,1933.0,477
36.0,335.0,371.0,1217.0,744.0,1961.0,478
35.0,242.0,277.0,1216.0,651.0,1867.0,479
4.0,384.0,388.0,1185.0,793.0,1978.0,480
