d_idle,p_idle,idle,total_d,total_p,total,ep
14.0,355.0,369.0,1195.0,764.0,1959.0,5852
46.0,344.0,390.0,1227.0,753.0,1980.0,5853
33.0,250.0,283.0,1214.0,659.0,1873.0,5854
43.0,281.0,324.0,1224.0,690.0,1914.0,5855
18.0,440.0,458.0,1199.0,849.0,2048.0,5856
43.0,320.0,363.0,1224.0,729.0,1953.0,5857
59.0,395.0,454.0,1240.0,804.0,2044.0,5858
34.0,327.0,361.0,1215.0,736.0,1951.0,5859
33.0,206.0,239.0,1214.0,615.0,1829.0,5860
50.0,340.0,390.0,1231.0,749.0,1980.0,5861
54.0,405.0,459.0,1235.0,814.0,2049.0,5862
50.0,314.0,364.0,1231.0,723.0,1954.0,5863
42.0,304.0,346.0,1223.0,713.0,1936.0,5864
14.0,374.0,388.0,1195.0,783.0,1978.0,5865
57.0,394.0,451.0,1238.0,803.0,2041.0,5866
61.0,248.0,309.0,1242.0,657.0,1899.0,5867
10.0,273.0,283.0,1191.0,682.0,1873.0,5868
28.0,421.0,449.0,1209.0,830.0,2039.0,5869
75.0,309.0,384.0,1256.0,718.0,1974.0,5870
44.0,271.0,315.0,1225.0,680.0,1905.0,5871
13.0,416.0,429.0,1194.0,825.0,2019.0,5872
21.0,336.0,357.0,1202.0,745.0,1947.0,5873
25.0,366.0,391.0,1206.0,775.0,1981.0,5874
21.0,331.0,352.0,1202.0,740.0,1942.0,5875
78.0,351.0,429.0,1259.0,760.0,2019.0,5876
41.0,376.0,417.0,1222.0,785.0,2007.0,5877
50.0,337.0,387.0,1231.0,746.0,1977.0,5878
32.0,374.0,406.0,1213.0,783.0,1996.0,5879
28.0,257.0,285.0,1209.0,666.0,1875.0,5880
32.0,235.0,267.0,1213.0,644.0,1857.0,5881
52.0,240.0,292.0,1233.0,649.0,1882.0,5882
59.0,433.0,492.0,1240.0,842.0,2082.0,5883
44.0,212.0,256.0,1225.0,621.0,1846.0,5884
38.0,280.0,318.0,1219.0,689.0,1908.0,5885
25.0,387.0,412.0,1206.0,796.0,2002.0,5886
33.0,385.0,418.0,1214.0,794.0,2008.0,5887
26.0,415.0,441.0,1207.0,824.0,2031.0,5888
18.0,494.0,512.0,1199.0,903.0,2102.0,5889
63.0,407.0,470.0,1244.0,816.0,2060.0,5890
25.0,338.0,363.0,1206.0,747.0,1953.0,5891
32.0,384.0,416.0,1213.0,793.0,2006.0,5892
51.0,279.0,330.0,1232.0,688.0,1920.0,5893
38.0,346.0,384.0,1219.0,755.0,1974.0,5894
43.0,311.0,354.0,1224.0,720.0,1944.0,5895
41.0,438.0,479.0,1222.0,847.0,2069.0,5896
39.0,227.0,266.0,1220.0,636.0,1856.0,5897
36.0,308.0,344.0,1217.0,717.0,1934.0,5898
39.0,271.0,310.0,1220.0,680.0,1900.0,5899
36.0,327.0,363.0,1217.0,736.0,1953.0,5900
36.0,341.0,377.0,1217.0,750.0,1967.0,5901
87.0,347.0,434.0,1268.0,756.0,2024.0,5902
21.0,243.0,264.0,1202.0,652.0,1854.0,5903
26.0,404.0,430.0,1207.0,813.0,2020.0,5904
39.0,192.0,231.0,1220.0,601.0,1821.0,5905
14.0,367.0,381.0,1195.0,776.0,1971.0,5906
41.0,313.0,354.0,1222.0,722.0,1944.0,5907
55.0,282.0,337.0,1236.0,691.0,1927.0,5908
25.0,398.0,423.0,1206.0,807.0,2013.0,5909
35.0,256.0,291.0,1216.0,665.0,1881.0,5910
39.0,427.0,466.0,1220.0,836.0,2056.0,5911
19.0,466.0,485.0,1200.0,875.0,2075.0,5912
53.0,114.0,167.0,1234.0,523.0,1757.0,5913
17.0,232.0,249.0,1198.0,641.0,1839.0,5914
51.0,287.0,338.0,1232.0,696.0,1928.0,5915
66.0,201.0,267.0,1247.0,610.0,1857.0,5916
21.0,306.0,327.0,1202.0,715.0,1917.0,5917
58.0,213.0,271.0,1239.0,622.0,1861.0,5918
52.0,308.0,360.0,1233.0,717.0,1950.0,5919
48.0,303.0,351.0,1229.0,712.0,1941.0,5920
24.0,359.0,383.0,1205.0,768.0,1973.0,5921
40.0,349.0,389.0,1221.0,758.0,1979.0,5922
22.0,343.0,365.0,1203.0,752.0,1955.0,5923
20.0,320.0,340.0,1201.0,729.0,1930.0,5924
30.0,383.0,413.0,1211.0,792.0,2003.0,5925
29.0,331.0,360.0,1210.0,740.0,1950.0,5926
15.0,335.0,350.0,1196.0,744.0,1940.0,5927
26.0,331.0,357.0,1207.0,740.0,1947.0,5928
47.0,345.0,392.0,1228.0,754.0,1982.0,5929
15.0,368.0,383.0,1196.0,777.0,1973.0,5930
56.0,315.0,371.0,1237.0,724.0,1961.0,5931
44.0,282.0,326.0,1225.0,691.0,1916.0,5932
59.0,344.0,403.0,1240.0,753.0,1993.0,5933
57.0,356.0,413.0,1238.0,765.0,2003.0,5934
35.0,357.0,392.0,1216.0,766.0,1982.0,5935
57.0,387.0,444.0,1238.0,796.0,2034.0,5936
28.0,341.0,369.0,1209.0,750.0,1959.0,5937
12.0,369.0,381.0,1193.0,778.0,1971.0,5938
14.0,368.0,382.0,1195.0,777.0,1972.0,5939
52.0,318.0,370.0,1233.0,727.0,1960.0,5940
20.0,388.0,408.0,1201.0,797.0,1998.0,5941
41.0,229.0,270.0,1222.0,638.0,1860.0,5942
41.0,123.0,164.0,1222.0,532.0,1754.0,5943
31.0,386.0,417.0,1212.0,795.0,2007.0,5944
10.0,351.0,361.0,1191.0,760.0,1951.0,5945
60.0,281.0,341.0,1241.0,690.0,1931.0,5946
41.0,339.0,380.0,1222.0,748.0,1970.0,5947
45.0,331.0,376.0,1226.0,740.0,1966.0,5948
34.0,275.0,309.0,1215.0,684.0,1899.0,5949
24.0,264.0,288.0,1205.0,673.0,1878.0,5950
24.0,444.0,468.0,1205.0,853.0,2058.0,5951
5.0,313.0,318.0,1186.0,722.0,1908.0,5952
28.0,378.0,406.0,1209.0,787.0,1996.0,5953
38.0,293.0,331.0,1219.0,702.0,1921.0,5954
23.0,375.0,398.0,1204.0,784.0,1988.0,5955
68.0,519.0,587.0,1249.0,928.0,2177.0,5956
59.0,346.0,405.0,1240.0,755.0,1995.0,5957
17.0,376.0,393.0,1198.0,785.0,1983.0,5958
51.0,303.0,354.0,1232.0,712.0,1944.0,5959
35.0,232.0,267.0,1216.0,641.0,1857.0,5960
16.0,306.0,322.0,1197.0,715.0,1912.0,5961
40.0,327.0,367.0,1221.0,736.0,1957.0,5962
31.0,277.0,308.0,1212.0,686.0,1898.0,5963
47.0,339.0,386.0,1228.0,748.0,1976.0,5964
15.0,388.0,403.0,1196.0,797.0,1993.0,5965
43.0,196.0,239.0,1224.0,605.0,1829.0,5966
52.0,281.0,333.0,1233.0,690.0,1923.0,5967
26.0,250.0,276.0,1207.0,659.0,1866.0,5968
21.0,353.0,374.0,1202.0,762.0,1964.0,5969
61.0,254.0,315.0,1242.0,663.0,1905.0,5970
37.0,245.0,282.0,1218.0,654.0,1872.0,5971
28.0,303.0,331.0,1209.0,712.0,1921.0,5972
17.0,310.0,327.0,1198.0,719.0,1917.0,5973
27.0,361.0,388.0,1208.0,770.0,1978.0,5974
34.0,382.0,416.0,1215.0,791.0,2006.0,5975
24.0,316.0,340.0,1205.0,725.0,1930.0,5976
24.0,266.0,290.0,1205.0,675.0,1880.0,5977
61.0,233.0,294.0,1242.0,642.0,1884.0,5978
31.0,434.0,465.0,1212.0,843.0,2055.0,5979
60.0,343.0,403.0,1241.0,752.0,1993.0,5980
17.0,429.0,446.0,1198.0,838.0,2036.0,5981
19.0,324.0,343.0,1200.0,733.0,1933.0,5982
23.0,405.0,428.0,1204.0,814.0,2018.0,5983
7.0,294.0,301.0,1188.0,703.0,1891.0,5984
34.0,365.0,399.0,1215.0,774.0,1989.0,5985
19.0,270.0,289.0,1200.0,679.0,1879.0,5986
17.0,364.0,381.0,1198.0,773.0,1971.0,5987
20.0,292.0,312.0,1201.0,701.0,1902.0,5988
7.0,378.0,385.0,1188.0,787.0,1975.0,5989
16.0,473.0,489.0,1197.0,882.0,2079.0,5990
54.0,377.0,431.0,1235.0,786.0,2021.0,5991
68.0,351.0,419.0,1249.0,760.0,2009.0,5992
37.0,363.0,400.0,1218.0,772.0,1990.0,5993
42.0,282.0,324.0,1223.0,691.0,1914.0,5994
34.0,386.0,420.0,1215.0,795.0,2010.0,5995
12.0,294.0,306.0,1193.0,703.0,1896.0,5996
21.0,401.0,422.0,1202.0,810.0,2012.0,5997
36.0,429.0,465.0,1217.0,838.0,2055.0,5998
29.0,269.0,298.0,1210.0,678.0,1888.0,5999
72.0,225.0,297.0,1253.0,634.0,1887.0,6000
29.0,343.0,372.0,1210.0,752.0,1962.0,6001
31.0,326.0,357.0,1212.0,735.0,1947.0,6002
76.0,352.0,428.0,1257.0,761.0,2018.0,6003
44.0,223.0,267.0,1225.0,632.0,1857.0,6004
49.0,160.0,209.0,1230.0,569.0,1799.0,6005
21.0,448.0,469.0,1202.0,857.0,2059.0,6006
35.0,295.0,330.0,1216.0,704.0,1920.0,6007
43.0,239.0,282.0,1224.0,648.0,1872.0,6008
29.0,376.0,405.0,1210.0,785.0,1995.0,6009
56.0,244.0,300.0,1237.0,653.0,1890.0,6010
33.0,319.0,352.0,1214.0,728.0,1942.0,6011
20.0,421.0,441.0,1201.0,830.0,2031.0,6012
42.0,335.0,377.0,1223.0,744.0,1967.0,6013
60.0,385.0,445.0,1241.0,794.0,2035.0,6014
26.0,314.0,340.0,1207.0,723.0,1930.0,6015
24.0,216.0,240.0,1205.0,625.0,1830.0,6016
15.0,274.0,289.0,1196.0,683.0,1879.0,6017
38.0,308.0,346.0,1219.0,717.0,1936.0,6018
46.0,359.0,405.0,1227.0,768.0,1995.0,6019
55.0,315.0,370.0,1236.0,724.0,1960.0,6020
37.0,353.0,390.0,1218.0,762.0,1980.0,6021
18.0,374.0,392.0,1199.0,783.0,1982.0,6022
26.0,213.0,239.0,1207.0,622.0,1829.0,6023
48.0,360.0,408.0,1229.0,769.0,1998.0,6024
25.0,189.0,214.0,1206.0,598.0,1804.0,6025
47.0,214.0,261.0,1228.0,623.0,1851.0,6026
47.0,313.0,360.0,1228.0,722.0,1950.0,6027
18.0,337.0,355.0,1199.0,746.0,1945.0,6028
47.0,292.0,339.0,1228.0,701.0,1929.0,6029
19.0,445.0,464.0,1200.0,854.0,2054.0,6030
16.0,337.0,353.0,1197.0,746.0,1943.0,6031
40.0,348.0,388.0,1221.0,757.0,1978.0,6032
37.0,374.0,411.0,1218.0,783.0,2001.0,6033
48.0,320.0,368.0,1229.0,729.0,1958.0,6034
34.0,335.0,369.0,1215.0,744.0,1959.0,6035
37.0,310.0,347.0,1218.0,719.0,1937.0,6036
27.0,339.0,366.0,1208.0,748.0,1956.0,6037
54.0,348.0,402.0,1235.0,757.0,1992.0,6038
22.0,307.0,329.0,1203.0,716.0,1919.0,6039
34.0,339.0,373.0,1215.0,748.0,1963.0,6040
10.0,312.0,322.0,1191.0,721.0,1912.0,6041
43.0,220.0,263.0,1224.0,629.0,1853.0,6042
17.0,317.0,334.0,1198.0,726.0,1924.0,6043
29.0,403.0,432.0,1210.0,812.0,2022.0,6044
40.0,234.0,274.0,1221.0,643.0,1864.0,6045
46.0,407.0,453.0,1227.0,816.0,2043.0,6046
31.0,311.0,342.0,1212.0,720.0,1932.0,6047
19.0,386.0,405.0,1200.0,795.0,1995.0,6048
14.0,417.0,431.0,1195.0,826.0,2021.0,6049
57.0,332.0,389.0,1238.0,741.0,1979.0,6050
59.0,326.0,385.0,1240.0,735.0,1975.0,6051
36.0,291.0,327.0,1217.0,700.0,1917.0,6052
21.0,405.0,426.0,1202.0,814.0,2016.0,6053
16.0,404.0,420.0,1197.0,813.0,2010.0,6054
14.0,360.0,374.0,1195.0,769.0,1964.0,6055
27.0,332.0,359.0,1208.0,741.0,1949.0,6056
19.0,275.0,294.0,1200.0,684.0,1884.0,6057
65.0,359.0,424.0,1246.0,768.0,2014.0,6058
23.0,309.0,332.0,1204.0,718.0,1922.0,6059
26.0,354.0,380.0,1207.0,763.0,1970.0,6060
31.0,365.0,396.0,1212.0,774.0,1986.0,6061
32.0,336.0,368.0,1213.0,745.0,1958.0,6062
10.0,320.0,330.0,1191.0,729.0,1920.0,6063
60.0,349.0,409.0,1241.0,758.0,1999.0,6064
34.0,317.0,351.0,1215.0,726.0,1941.0,6065
11.0,305.0,316.0,1192.0,714.0,1906.0,6066
16.0,377.0,393.0,1197.0,786.0,1983.0,6067
24.0,506.0,530.0,1205.0,915.0,2120.0,6068
25.0,242.0,267.0,1206.0,651.0,1857.0,6069
9.0,343.0,352.0,1190.0,752.0,1942.0,6070
36.0,345.0,381.0,1217.0,754.0,1971.0,6071
10.0,433.0,443.0,1191.0,842.0,2033.0,6072
72.0,301.0,373.0,1253.0,710.0,1963.0,6073
35.0,412.0,447.0,1216.0,821.0,2037.0,6074
22.0,360.0,382.0,1203.0,769.0,1972.0,6075
25.0,357.0,382.0,1206.0,766.0,1972.0,6076
33.0,339.0,372.0,1214.0,748.0,1962.0,6077
30.0,307.0,337.0,1211.0,716.0,1927.0,6078
30.0,336.0,366.0,1211.0,745.0,1956.0,6079
19.0,243.0,262.0,1200.0,652.0,1852.0,6080
9.0,234.0,243.0,1190.0,643.0,1833.0,6081
28.0,288.0,316.0,1209.0,697.0,1906.0,6082
38.0,463.0,501.0,1219.0,872.0,2091.0,6083
18.0,320.0,338.0,1199.0,729.0,1928.0,6084
16.0,383.0,399.0,1197.0,792.0,1989.0,6085
56.0,493.0,549.0,1237.0,902.0,2139.0,6086
48.0,238.0,286.0,1229.0,647.0,1876.0,6087
39.0,220.0,259.0,1220.0,629.0,1849.0,6088
10.0,424.0,434.0,1191.0,833.0,2024.0,6089
55.0,207.0,262.0,1236.0,616.0,1852.0,6090
22.0,321.0,343.0,1203.0,730.0,1933.0,6091
14.0,352.0,366.0,1195.0,761.0,1956.0,6092
34.0,398.0,432.0,1215.0,807.0,2022.0,6093
38.0,258.0,296.0,1219.0,667.0,1886.0,6094
15.0,431.0,446.0,1196.0,840.0,2036.0,6095
22.0,376.0,398.0,1203.0,785.0,1988.0,6096
52.0,189.0,241.0,1233.0,598.0,1831.0,6097
62.0,296.0,358.0,1243.0,705.0,1948.0,6098
55.0,288.0,343.0,1236.0,697.0,1933.0,6099
17.0,358.0,375.0,1198.0,767.0,1965.0,6100
55.0,173.0,228.0,1236.0,582.0,1818.0,6101
31.0,230.0,261.0,1212.0,639.0,1851.0,6102
0.0,419.0,419.0,1181.0,828.0,2009.0,6103
31.0,272.0,303.0,1212.0,681.0,1893.0,6104
48.0,258.0,306.0,1229.0,667.0,1896.0,6105
40.0,285.0,325.0,1221.0,694.0,1915.0,6106
37.0,415.0,452.0,1218.0,824.0,2042.0,6107
51.0,303.0,354.0,1232.0,712.0,1944.0,6108
38.0,273.0,311.0,1219.0,682.0,1901.0,6109
46.0,252.0,298.0,1227.0,661.0,1888.0,6110
48.0,273.0,321.0,1229.0,682.0,1911.0,6111
75.0,351.0,426.0,1256.0,760.0,2016.0,6112
37.0,359.0,396.0,1218.0,768.0,1986.0,6113
21.0,263.0,284.0,1202.0,672.0,1874.0,6114
35.0,301.0,336.0,1216.0,710.0,1926.0,6115
33.0,405.0,438.0,1214.0,814.0,2028.0,6116
33.0,354.0,387.0,1214.0,763.0,1977.0,6117
63.0,357.0,420.0,1244.0,766.0,2010.0,6118
27.0,332.0,359.0,1208.0,741.0,1949.0,6119
39.0,306.0,345.0,1220.0,715.0,1935.0,6120
35.0,395.0,430.0,1216.0,804.0,2020.0,6121
24.0,338.0,362.0,1205.0,747.0,1952.0,6122
36.0,352.0,388.0,1217.0,761.0,1978.0,6123
34.0,322.0,356.0,1215.0,731.0,1946.0,6124
28.0,369.0,397.0,1209.0,778.0,1987.0,6125
34.0,352.0,386.0,1215.0,761.0,1976.0,6126
33.0,351.0,384.0,1214.0,760.0,1974.0,6127
29.0,347.0,376.0,1210.0,756.0,1966.0,6128
38.0,371.0,409.0,1219.0,780.0,1999.0,6129
55.0,275.0,330.0,1236.0,684.0,1920.0,6130
23.0,359.0,382.0,1204.0,768.0,1972.0,6131
87.0,317.0,404.0,1268.0,726.0,1994.0,6132
45.0,306.0,351.0,1226.0,715.0,1941.0,6133
43.0,244.0,287.0,1224.0,653.0,1877.0,6134
11.0,353.0,364.0,1192.0,762.0,1954.0,6135
40.0,316.0,356.0,1221.0,725.0,1946.0,6136
31.0,347.0,378.0,1212.0,756.0,1968.0,6137
27.0,428.0,455.0,1208.0,837.0,2045.0,6138
27.0,385.0,412.0,1208.0,794.0,2002.0,6139
13.0,324.0,337.0,1194.0,733.0,1927.0,6140
56.0,479.0,535.0,1237.0,888.0,2125.0,6141
31.0,404.0,435.0,1212.0,813.0,2025.0,6142
56.0,319.0,375.0,1237.0,728.0,1965.0,6143
62.0,244.0,306.0,1243.0,653.0,1896.0,6144
23.0,304.0,327.0,1204.0,713.0,1917.0,6145
33.0,208.0,241.0,1214.0,617.0,1831.0,6146
50.0,367.0,417.0,1231.0,776.0,2007.0,6147
31.0,358.0,389.0,1212.0,767.0,1979.0,6148
43.0,390.0,433.0,1224.0,799.0,2023.0,6149
47.0,288.0,335.0,1228.0,697.0,1925.0,6150
66.0,346.0,412.0,1247.0,755.0,2002.0,6151
57.0,360.0,417.0,1238.0,769.0,2007.0,6152
62.0,345.0,407.0,1243.0,754.0,1997.0,6153
22.0,345.0,367.0,1203.0,754.0,1957.0,6154
46.0,383.0,429.0,1227.0,792.0,2019.0,6155
36.0,302.0,338.0,1217.0,711.0,1928.0,6156
16.0,266.0,282.0,1197.0,675.0,1872.0,6157
57.0,263.0,320.0,1238.0,672.0,1910.0,6158
10.0,359.0,369.0,1191.0,768.0,1959.0,6159
47.0,358.0,405.0,1228.0,767.0,1995.0,6160
29.0,393.0,422.0,1210.0,802.0,2012.0,6161
26.0,318.0,344.0,1207.0,727.0,1934.0,6162
19.0,336.0,355.0,1200.0,745.0,1945.0,6163
24.0,434.0,458.0,1205.0,843.0,2048.0,6164
74.0,326.0,400.0,1255.0,735.0,1990.0,6165
9.0,356.0,365.0,1190.0,765.0,1955.0,6166
34.0,348.0,382.0,1215.0,757.0,1972.0,6167
27.0,390.0,417.0,1208.0,799.0,2007.0,6168
30.0,228.0,258.0,1211.0,637.0,1848.0,6169
24.0,460.0,484.0,1205.0,869.0,2074.0,6170
18.0,270.0,288.0,1199.0,679.0,1878.0,6171
106.0,356.0,462.0,1287.0,765.0,2052.0,6172
23.0,284.0,307.0,1204.0,693.0,1897.0,6173
22.0,298.0,320.0,1203.0,707.0,1910.0,6174
17.0,232.0,249.0,1198.0,641.0,1839.0,6175
35.0,304.0,339.0,1216.0,713.0,1929.0,6176
30.0,319.0,349.0,1211.0,728.0,1939.0,6177
42.0,377.0,419.0,1223.0,786.0,2009.0,6178
47.0,397.0,444.0,1228.0,806.0,2034.0,6179
82.0,226.0,308.0,1263.0,635.0,1898.0,6180
53.0,256.0,309.0,1234.0,665.0,1899.0,6181
16.0,391.0,407.0,1197.0,800.0,1997.0,6182
29.0,358.0,387.0,1210.0,767.0,1977.0,6183
19.0,446.0,465.0,1200.0,855.0,2055.0,6184
63.0,205.0,268.0,1244.0,614.0,1858.0,6185
48.0,429.0,477.0,1229.0,838.0,2067.0,6186
70.0,370.0,440.0,1251.0,779.0,2030.0,6187
31.0,365.0,396.0,1212.0,774.0,1986.0,6188
43.0,384.0,427.0,1224.0,793.0,2017.0,6189
11.0,311.0,322.0,1192.0,720.0,1912.0,6190
37.0,213.0,250.0,1218.0,622.0,1840.0,6191
29.0,336.0,365.0,1210.0,745.0,1955.0,6192
46.0,197.0,243.0,1227.0,606.0,1833.0,6193
24.0,279.0,303.0,1205.0,688.0,1893.0,6194
26.0,405.0,431.0,1207.0,814.0,2021.0,6195
27.0,383.0,410.0,1208.0,792.0,2000.0,6196
26.0,297.0,323.0,1207.0,706.0,1913.0,6197
17.0,420.0,437.0,1198.0,829.0,2027.0,6198
46.0,376.0,422.0,1227.0,785.0,2012.0,6199
30.0,301.0,331.0,1211.0,710.0,1921.0,6200
54.0,297.0,351.0,1235.0,706.0,1941.0,6201
43.0,274.0,317.0,1224.0,683.0,1907.0,6202
30.0,379.0,409.0,1211.0,788.0,1999.0,6203
3.0,289.0,292.0,1184.0,698.0,1882.0,6204
12.0,369.0,381.0,1193.0,778.0,1971.0,6205
42.0,435.0,477.0,1223.0,844.0,2067.0,6206
54.0,322.0,376.0,1235.0,731.0,1966.0,6207
0.0,444.0,444.0,1181.0,853.0,2034.0,6208
16.0,406.0,422.0,1197.0,815.0,2012.0,6209
20.0,391.0,411.0,1201.0,800.0,2001.0,6210
5.0,366.0,371.0,1186.0,775.0,1961.0,6211
16.0,393.0,409.0,1197.0,802.0,1999.0,6212
14.0,272.0,286.0,1195.0,681.0,1876.0,6213
39.0,250.0,289.0,1220.0,659.0,1879.0,6214
26.0,323.0,349.0,1207.0,732.0,1939.0,6215
26.0,343.0,369.0,1207.0,752.0,1959.0,6216
22.0,271.0,293.0,1203.0,680.0,1883.0,6217
23.0,440.0,463.0,1204.0,849.0,2053.0,6218
33.0,284.0,317.0,1214.0,693.0,1907.0,6219
31.0,338.0,369.0,1212.0,747.0,1959.0,6220
14.0,381.0,395.0,1195.0,790.0,1985.0,6221
25.0,390.0,415.0,1206.0,799.0,2005.0,6222
13.0,247.0,260.0,1194.0,656.0,1850.0,6223
42.0,458.0,500.0,1223.0,867.0,2090.0,6224
33.0,410.0,443.0,1214.0,819.0,2033.0,6225
39.0,310.0,349.0,1220.0,719.0,1939.0,6226
12.0,340.0,352.0,1193.0,749.0,1942.0,6227
52.0,337.0,389.0,1233.0,746.0,1979.0,6228
9.0,323.0,332.0,1190.0,732.0,1922.0,6229
32.0,422.0,454.0,1213.0,831.0,2044.0,6230
60.0,338.0,398.0,1241.0,747.0,1988.0,6231
51.0,274.0,325.0,1232.0,683.0,1915.0,6232
39.0,370.0,409.0,1220.0,779.0,1999.0,6233
37.0,403.0,440.0,1218.0,812.0,2030.0,6234
46.0,322.0,368.0,1227.0,731.0,1958.0,6235
29.0,369.0,398.0,1210.0,778.0,1988.0,6236
39.0,265.0,304.0,1220.0,674.0,1894.0,6237
49.0,366.0,415.0,1230.0,775.0,2005.0,6238
58.0,341.0,399.0,1239.0,750.0,1989.0,6239
31.0,326.0,357.0,1212.0,735.0,1947.0,6240
21.0,352.0,373.0,1202.0,761.0,1963.0,6241
22.0,286.0,308.0,1203.0,695.0,1898.0,6242
43.0,227.0,270.0,1224.0,636.0,1860.0,6243
30.0,311.0,341.0,1211.0,720.0,1931.0,6244
50.0,307.0,357.0,1231.0,716.0,1947.0,6245
66.0,270.0,336.0,1247.0,679.0,1926.0,6246
30.0,413.0,443.0,1211.0,822.0,2033.0,6247
57.0,369.0,426.0,1238.0,778.0,2016.0,6248
53.0,357.0,410.0,1234.0,766.0,2000.0,6249
31.0,315.0,346.0,1212.0,724.0,1936.0,6250
12.0,419.0,431.0,1193.0,828.0,2021.0,6251
17.0,261.0,278.0,1198.0,670.0,1868.0,6252
68.0,281.0,349.0,1249.0,690.0,1939.0,6253
37.0,382.0,419.0,1218.0,791.0,2009.0,6254
57.0,217.0,274.0,1238.0,626.0,1864.0,6255
13.0,256.0,269.0,1194.0,665.0,1859.0,6256
64.0,346.0,410.0,1245.0,755.0,2000.0,6257
32.0,294.0,326.0,1213.0,703.0,1916.0,6258
47.0,285.0,332.0,1228.0,694.0,1922.0,6259
7.0,337.0,344.0,1188.0,746.0,1934.0,6260
7.0,444.0,451.0,1188.0,853.0,2041.0,6261
6.0,358.0,364.0,1187.0,767.0,1954.0,6262
14.0,351.0,365.0,1195.0,760.0,1955.0,6263
20.0,461.0,481.0,1201.0,870.0,2071.0,6264
20.0,435.0,455.0,1201.0,844.0,2045.0,6265
36.0,267.0,303.0,1217.0,676.0,1893.0,6266
18.0,312.0,330.0,1199.0,721.0,1920.0,6267
19.0,294.0,313.0,1200.0,703.0,1903.0,6268
20.0,394.0,414.0,1201.0,803.0,2004.0,6269
85.0,295.0,380.0,1266.0,704.0,1970.0,6270
50.0,324.0,374.0,1231.0,733.0,1964.0,6271
42.0,314.0,356.0,1223.0,723.0,1946.0,6272
46.0,207.0,253.0,1227.0,616.0,1843.0,6273
22.0,458.0,480.0,1203.0,867.0,2070.0,6274
34.0,310.0,344.0,1215.0,719.0,1934.0,6275
39.0,335.0,374.0,1220.0,744.0,1964.0,6276
35.0,295.0,330.0,1216.0,704.0,1920.0,6277
51.0,326.0,377.0,1232.0,735.0,1967.0,6278
14.0,381.0,395.0,1195.0,790.0,1985.0,6279
45.0,356.0,401.0,1226.0,765.0,1991.0,6280
39.0,381.0,420.0,1220.0,790.0,2010.0,6281
26.0,426.0,452.0,1207.0,835.0,2042.0,6282
54.0,272.0,326.0,1235.0,681.0,1916.0,6283
45.0,417.0,462.0,1226.0,826.0,2052.0,6284
48.0,269.0,317.0,1229.0,678.0,1907.0,6285
25.0,233.0,258.0,1206.0,642.0,1848.0,6286
24.0,318.0,342.0,1205.0,727.0,1932.0,6287
31.0,538.0,569.0,1212.0,947.0,2159.0,6288
60.0,251.0,311.0,1241.0,660.0,1901.0,6289
22.0,394.0,416.0,1203.0,803.0,2006.0,6290
15.0,302.0,317.0,1196.0,711.0,1907.0,6291
26.0,221.0,247.0,1207.0,630.0,1837.0,6292
39.0,336.0,375.0,1220.0,745.0,1965.0,6293
31.0,383.0,414.0,1212.0,792.0,2004.0,6294
28.0,359.0,387.0,1209.0,768.0,1977.0,6295
57.0,272.0,329.0,1238.0,681.0,1919.0,6296
57.0,324.0,381.0,1238.0,733.0,1971.0,6297
38.0,268.0,306.0,1219.0,677.0,1896.0,6298
23.0,387.0,410.0,1204.0,796.0,2000.0,6299
21.0,358.0,379.0,1202.0,767.0,1969.0,6300
47.0,231.0,278.0,1228.0,640.0,1868.0,6301
89.0,257.0,346.0,1270.0,666.0,1936.0,6302
24.0,295.0,319.0,1205.0,704.0,1909.0,6303
23.0,378.0,401.0,1204.0,787.0,1991.0,6304
68.0,323.0,391.0,1249.0,732.0,1981.0,6305
47.0,273.0,320.0,1228.0,682.0,1910.0,6306
30.0,283.0,313.0,1211.0,692.0,1903.0,6307
28.0,352.0,380.0,1209.0,761.0,1970.0,6308
39.0,403.0,442.0,1220.0,812.0,2032.0,6309
32.0,254.0,286.0,1213.0,663.0,1876.0,6310
66.0,279.0,345.0,1247.0,688.0,1935.0,6311
59.0,285.0,344.0,1240.0,694.0,1934.0,6312
39.0,267.0,306.0,1220.0,676.0,1896.0,6313
41.0,349.0,390.0,1222.0,758.0,1980.0,6314
6.0,300.0,306.0,1187.0,709.0,1896.0,6315
77.0,346.0,423.0,1258.0,755.0,2013.0,6316
42.0,292.0,334.0,1223.0,701.0,1924.0,6317
38.0,343.0,381.0,1219.0,752.0,1971.0,6318
12.0,396.0,408.0,1193.0,805.0,1998.0,6319
51.0,433.0,484.0,1232.0,842.0,2074.0,6320
19.0,413.0,432.0,1200.0,822.0,2022.0,6321
49.0,301.0,350.0,1230.0,710.0,1940.0,6322
25.0,339.0,364.0,1206.0,748.0,1954.0,6323
16.0,299.0,315.0,1197.0,708.0,1905.0,6324
18.0,342.0,360.0,1199.0,751.0,1950.0,6325
37.0,253.0,290.0,1218.0,662.0,1880.0,6326
39.0,324.0,363.0,1220.0,733.0,1953.0,6327
49.0,251.0,300.0,1230.0,660.0,1890.0,6328
39.0,307.0,346.0,1220.0,716.0,1936.0,6329
44.0,260.0,304.0,1225.0,669.0,1894.0,6330
44.0,372.0,416.0,1225.0,781.0,2006.0,6331
14.0,400.0,414.0,1195.0,809.0,2004.0,6332
